Rank,Sourceid,Title,Type,H index
561,19017,RNA,journal,Q1
562,24654,American Journal of Mathematics,journal,Q1
563,16733,IEEE Transactions on Medical Imaging,journal,Q1
564,12808,Journal of Educational Psychology,journal,Q1
565,17618,Journal of Molecular Biology,journal,Q1
566,16757,"Journal of Neurology, Neurosurgery and Psychiatry",journal,Q1
567,21100872127,npj Quantum Materials,journal,Q1
568,19400158464,Health Psychology Review,journal,Q1
569,15613,Journal of Communication,journal,Q1
570,30078,American Journal of Obstetrics and Gynecology,journal,Q1
571,19900192175,Journal of Topology,journal,Q1
572,21100933954,Big Data and Society,journal,Q1
573,26107,The Philosophical Review,journal,Q1
574,19104,Thorax,journal,Q1
575,22900,Research Policy,journal,Q1
576,19700175861,Gut Microbes,journal,Q1
577,21100217630,Strategic Entrepreneurship Journal,journal,Q1
578,19799,American Journal of Sports Medicine,journal,Q1
579,21100780449,"Proceedings - 2016 43rd International Symposium on Computer Architecture, ISCA 2016",conference and proceedings,-
580,3900148216,Studies in Second Language Acquisition,journal,Q1
581,15574,Information Systems Research,journal,Q1
582,21100901468,Materials Today Physics,journal,Q1
583,21100843857,Nanoscale Horizons,journal,Q1
584,12523,Oncogene,journal,Q1
585,17900156736,Journal of Hematology and Oncology,journal,Q1
586,21100834316,The Lancet Child and Adolescent Health,journal,Q1
587,89440,"Genomics, Proteomics and Bioinformatics",journal,Q1
588,29432,American Educational Research Journal,journal,Q1
589,15402,Journal of Child Psychology and Psychiatry and Allied Disciplines,journal,Q1
590,6400153137,Journal of Thoracic Oncology,journal,Q1
591,4700152248,Educational Research Review,journal,Q1
592,21100199107,Education Finance and Policy,journal,Q1
593,18050,International Journal of Robotics Research,journal,Q1
594,19726,Educational Evaluation and Policy Analysis,journal,Q1
595,14855,Cerebral Cortex,journal,Q1
596,21100870279,Microbial genomics,journal,Q1
597,17495,NeuroImage,journal,Q1
598,16592,Plant Biotechnology Journal,journal,Q1
599,22882,"Proceedings - Annual IEEE Symposium on Foundations of Computer Science, FOCS",conference and proceedings,-
600,21100248838,Stem Cell Reports,journal,Q1
601,98982,Transport Reviews,journal,Q1
602,21100773739,Materials Research Letters,journal,Q1
603,26362,Journal of Peace Research,journal,Q1
604,25584,Diabetologia,journal,Q1
605,21100197121,Geoscientific Model Development,journal,Q1
606,21100894518,JCI insight,journal,Q1
607,25826,Compositio Mathematica,journal,Q1
608,29214,Transactions of the Institute of British Geographers,journal,Q1
609,16612,Plant Journal,journal,Q1
610,20276,Ecography,journal,Q1
611,18651,Applied Linguistics,journal,Q1
612,22990,Journal of Retailing,journal,Q1
613,13354,Journal of Teacher Education,journal,Q1
614,13363,Obesity Reviews,journal,Q1
615,24242,IEEE Transactions on Fuzzy Systems,journal,Q1
616,21100404576,2D Materials,journal,Q1
617,27679,Journal of Product Innovation Management,journal,Q1
618,14434,Cladistics,journal,Q1
619,29161,ISPRS Journal of Photogrammetry and Remote Sensing,journal,Q1
620,18017,Neuropsychopharmacology,journal,Q1
621,17219,Matrix Biology,journal,Q1
622,21100203106,Foundations and Trends in Finance,journal,Q1
623,24598,Mathematical Models and Methods in Applied Sciences,journal,Q1
624,26099,Information Fusion,journal,Q1
625,17956,Briefings in Bioinformatics,journal,Q1
626,19064,Resuscitation,journal,Q1
627,21100224448,Molecular Metabolism,journal,Q1
628,19700188418,Annual Review of Chemical and Biomolecular Engineering,journal,Q1
629,11300153721,Science Signaling,journal,Q1
630,21100451321,Scientific data,journal,Q1
631,20618,Stroke,journal,Q1
632,16146,Trends in Biotechnology,journal,Q1
633,22478,Journal of Memory and Language,journal,Q1
634,13502,Developmental Review,journal,Q1
635,11300153408,JACC: Cardiovascular Interventions,journal,Q1
636,19700190349,Communication Methods and Measures,journal,Q1
637,28512,"Mathematical Programming, Series B",journal,Q1
638,11600153640,Quarterly Journal of Political Science,journal,Q1
639,24722,Annals of Mathematics Studies,book series,Q1
640,19084,Molecular Aspects of Medicine,journal,Q1
641,28200,Biomaterials,journal,Q1
642,16547,Tourism Management,journal,Q1
643,28785,Cancer,journal,Q1
644,21100852132,npj Genomic Medicine,journal,Q1
645,20185,Allergy: European Journal of Allergy and Clinical Immunology,journal,Q1
646,29400,Journal of World Business,journal,Q1
647,26927,International Reviews in Physical Chemistry,journal,Q1
648,13602,Philosophical Transactions of the Royal Society B: Biological Sciences,journal,Q1
649,17645,Computers and Education,journal,Q1
650,27162,Journal of Business and Economic Statistics,journal,Q1
651,22647,Gondwana Research,journal,Q1
652,27663,Journal of Conflict Resolution,journal,Q1
653,21872,Eurosurveillance,journal,Q1
654,14813,Journal of Travel Research,journal,Q1
655,23621,Journal of Research in Science Teaching,journal,Q1
656,17399,Current Opinion in Chemical Biology,journal,Q1
657,30047,Journal of Positive Behavior Interventions,journal,Q1
658,17952,Neurology,journal,Q1
659,15670,Journal of Peasant Studies,journal,Q1
660,21928,Fish and Fisheries,journal,Q1
661,21100462814,"33rd International Conference on Machine Learning, ICML 2016",conference and proceedings,-
662,29916,Critical Care Medicine,journal,Q1
663,14166,Journal of Health Economics,journal,Q1
664,28261,Space Science Reviews,journal,Q1
665,20443,American Journal of Transplantation,journal,Q1
666,11800154593,Strategic Organization,journal,Q1
667,17864,Radiology,journal,Q1
668,21100887442,"Forum of Mathematics, Pi",journal,Q1
669,19600166212,Journal of Physical Chemistry Letters,journal,Q1
670,21100368207,ACS Photonics,journal,Q1
671,21100386500,Cellular and Molecular Gastroenterology and Hepatology,journal,Q1
672,21117,International Journal of Plasticity,journal,Q1
673,13903,Cellular and Molecular Life Sciences,journal,Q1
674,11700154306,Molecular Ecology Resources,journal,Q1
675,19900193555,Social Psychological and Personality Science,journal,Q1
676,28312,Organization Studies,journal,Q1
677,21100819064,Cell Discovery,journal,Q1
678,16306,New Media and Society,journal,Q1
679,17407,Movement Disorders,journal,Q1
680,22440,Journal of Infectious Diseases,journal,Q1
681,7600153101,Clinical Journal of the American Society of Nephrology,journal,Q1
682,29316,Clinical Microbiology and Infection,journal,Q1
683,22566,Earth and Planetary Science Letters,journal,Q1
684,28981,Journal of Economic Theory,journal,Q1
685,20297,Molecular Ecology,journal,Q1
686,21100262320,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",journal,Q1
687,23845,Journal of Cardiovascular Magnetic Resonance,journal,Q1
688,13900154713,Child Development Perspectives,journal,Q1
689,14913,Quarterly Reviews of Biophysics,journal,Q1
690,18795,Water Research,journal,Q1
691,25954,Haematologica,journal,Q1
692,4700152266,Econometrics Journal,journal,Q1
693,14772,Human Communication Research,journal,Q1
694,25772,International Affairs,journal,Q1
695,21100205926,Blood Cancer Journal,journal,Q1
696,29372,Energy Conversion and Management,journal,Q1
697,21848,Global Biogeochemical Cycles,journal,Q1
698,5700191210,Implementation Science,journal,Q1
699,7100153107,Seminars in Immunopathology,journal,Q1
700,21424,Journal for Research in Mathematics Education,journal,Q1
701,17278,IEEE Journal of Solid-State Circuits,journal,Q1
702,22833,International Journal of Research in Marketing,journal,Q1
703,13174,BioEssays,journal,Q1
704,26053,IEEE Transactions on Industrial Electronics,journal,Q1
705,4000151810,PLoS Computational Biology,journal,Q1
706,21100445639,Biological Psychiatry: Cognitive Neuroscience and Neuroimaging,journal,Q1
707,23741,Hypertension,journal,Q1
708,18742,Psychological Medicine,journal,Q1
709,22414,American Heart Journal,journal,Q1
710,21100398001,Bone Research,journal,Q1
711,20892,Transportation Research Part B: Methodological,journal,Q1
712,25534,IEEE Transactions on Image Processing,journal,Q1
713,22173,Genetics,journal,Q1
714,22266,Human Molecular Genetics,journal,Q1
715,16339,Metabolic Engineering,journal,Q1
716,23246,Heart Rhythm,journal,Q1
717,15631,International Journal of Information Management,journal,Q1
718,24456,Child Development,journal,Q1
719,14364,British Journal of Psychiatry,journal,Q1
720,17167,Public Administration Review,journal,Q1
721,21100814525,"2016 12th Annual Conference on Wireless On-Demand Network Systems and Services, WONS 2016 - Conference Proceedings",conference and proceedings,-
722,15700,Journal of Management Information Systems,journal,Q1
723,25725,World Politics,journal,Q1
724,9500154109,Journal of Crohn's and Colitis,journal,Q1
725,29124,Cancer Epidemiology Biomarkers and Prevention,journal,Q1
726,28645,Ultrasound in Obstetrics and Gynecology,journal,Q1
727,13017,Physics of Life Reviews,journal,Q1
728,21100203113,Comprehensive Physiology,journal,Q1
729,21100367530,Acta neuropathologica communications,journal,Q1
730,19900191610,Bayesian Analysis,journal,Q1
731,22405,Production and Operations Management,journal,Q1
732,20048,Economica,journal,Q1
733,22475,Trends in Food Science and Technology,journal,Q1
734,23574,Public Opinion Quarterly,journal,Q1
735,21100854855,Clinical and Translational Immunology,journal,Q1
736,21100399469,EcoSal Plus,journal,Q1
737,19600166320,Protein & Cell,journal,Q1
738,80280,Biochimica et Biophysica Acta - Reviews on Cancer,journal,Q1
739,19200156958,Applied and Computational Mathematics,journal,Q1
740,15579,Current Opinion in Biotechnology,journal,Q1
741,26055,IEEE Transactions on Power Electronics,journal,Q1
742,95101,IEEE Transactions on Robotics,journal,Q1
743,21100369734,Neurobiology of Stress,journal,Q1
744,28787,Cancer and Metastasis Reviews,journal,Q1
745,19400157120,Circulation. Cardiovascular imaging,journal,Q1
746,25835,International Security,journal,Q1
747,15049,Biometrika,journal,Q1
748,20910,Transportation Science,journal,Q1
749,14726,Technovation,journal,Q1
750,19725,Educational Administration Quarterly,journal,Q1
751,15461,Biotechnology Advances,journal,Q1
752,18158,Computer Methods in Applied Mechanics and Engineering,journal,Q1
753,14274,Structure,journal,Q1
754,24421,Journal of Metamorphic Geology,journal,Q1
755,21100405117,Organizational Psychology Review,journal,Q1
756,19700201681,Environmental Innovation and Societal Transitions,journal,Q1
757,12872,Cognitive Psychology,journal,Q1
758,26421,SIAM Journal on Numerical Analysis,journal,Q1
759,19040,Seminars in Cell and Developmental Biology,journal,Q1
760,19366,American Journal of Kidney Diseases,journal,Q1
761,21341,California Management Review,journal,Q1
762,27239,IEEE Network,journal,Q1
763,4700152632,International Journal of Computer-Supported Collaborative Learning,journal,Q1
764,21100870831,npj Aging and Mechanisms of Disease,journal,Q1
765,15756,Pediatrics,journal,Q1
766,22055,Exceptional Children,journal,Q1
767,21100810719,Advances in Materials Research,book series,Q1
768,4900152301,Comprehensive Reviews in Food Science and Food Safety,journal,Q1
769,19900191866,Translational Psychiatry,journal,Q1
770,29646,Progress in Surface Science,journal,Q1
771,26959,Geology,journal,Q1
772,21100255548,Advanced Optical Materials,journal,Q1
773,21100264005,Wiley Interdisciplinary Reviews: Developmental Biology,journal,Q1
774,144922,International Journal of Physical Distribution and Logistics Management,journal,Q1
775,24745,Addiction,journal,Q1
776,21100218107,Journal of Advances in Modeling Earth Systems,journal,Q1
777,13041,"Plant, Cell and Environment",journal,Q1
778,19700166402,Circulation: Cardiovascular Interventions,journal,Q1
779,27085,American Journal of Surgical Pathology,journal,Q1
780,21100853548,Journal of Amino Acids,journal,Q1
781,15686,GLIA,journal,Q1
782,21100228531,JAMA Ophthalmology,journal,Q1
783,15991,Journal of Pathology,journal,Q1
784,21100242249,Analysis and PDE,journal,Q1
785,22326,Organizational Behavior and Human Decision Processes,journal,Q1
786,21100330722,Annual Review of Animal Biosciences,journal,Q1
787,22466,"Arteriosclerosis, Thrombosis, and Vascular Biology",journal,Q1
788,15478,Journal of Experimental Psychology: General,journal,Q1
789,20228,Emerging Infectious Diseases,journal,Q1
790,26422,SIAM Journal on Optimization,journal,Q1
791,15378,Current Opinion in Solid State and Materials Science,journal,Q1
792,29602,Journal of Ecology,journal,Q1
793,12844,Clinical Psychology: Science and Practice,journal,Q1
794,21100403278,NursingPlus Open,journal,Q1
795,21100852120,npj Biofilms and Microbiomes,journal,Q1
796,29990,American Journal of Clinical Nutrition,journal,Q1
797,21537,Environmental Science & Technology,journal,Q1
798,15857,Journal of Clinical Epidemiology,journal,Q1
799,12396,Journal of Strategic Information Systems,journal,Q1
800,29945,Journal of Carcinogenesis,journal,Q1
801,26656,Journal of Internal Medicine,journal,Q1
802,21100430187,Digital Journalism,journal,Q1
803,22570,Cardiovascular Research,journal,Q1
804,29547,Journal of Applied Ecology,journal,Q1
805,15437,Biosensors and Bioelectronics,journal,Q1
806,21100403190,Earth's Future,journal,Q1
807,23811,Cement and Concrete Composites,journal,Q1
808,5200152632,Environmental Research Letters,journal,Q1
809,25309,Calculus of Variations and Partial Differential Equations,journal,Q1
810,21100218523,Ecosystem Services,journal,Q1
811,14105,European Journal of Personality,journal,Q1
812,26796,Socio-Economic Review,journal,Q1
813,19700175037,Journal of the International AIDS Society,journal,Q1
814,14427,European Sociological Review,journal,Q1
815,146223,Behavior Research Methods,journal,Q1
816,12519,Advances in Anatomy Embryology and Cell Biology,journal,Q1
817,19696,International Journal of Project Management,journal,Q1
818,23796,Journal für die Reine und Angewandte Mathematik,journal,Q1
819,21003,Environmental Health Perspectives,journal,Q1
820,20377,Journal of Quantitative Criminology,journal,Q1
821,29864,La Rivista del Nuovo Cimento,journal,Q1
822,19210,Journal of Experimental Botany,journal,Q1
823,13455,Learning and Instruction,journal,Q1
824,13892,International Journal of Urban and Regional Research,journal,Q1
825,14061,Psychometrika,journal,Q1
826,19603,Advances in Parasitology,journal,Q1
827,17822,Conservation Biology,journal,Q1
828,18605,Molecular Biology of the Cell,journal,Q1
829,21100420802,GigaScience,journal,Q1
830,22245,Human Genetics,journal,Q1
831,14875,International Journal of Behavioral Nutrition and Physical Activity,journal,Q1
832,14802,Soil Biology and Biochemistry,journal,Q1
833,130030,Proceedings of the Royal Society B: Biological Sciences,journal,Q1
834,18933,IEEE Transactions on Wireless Communications,journal,Q1
835,21100269013,Nanophotonics,journal,Q1
836,21100369815,EBioMedicine,journal,Q1
837,19400156815,Annual Review of Analytical Chemistry,journal,Q1
838,17360,IEEE Transactions on Geoscience and Remote Sensing,journal,Q1
839,21100197181,NPG Asia Materials,journal,Q1
840,12531,Oncologist,journal,Q1
841,22861,Political Psychology,journal,Q1
842,4000148307,Family Business Review,journal,Q1
843,21100338350,IEEE Internet of Things Journal,journal,Q1
844,20863,Trends in Parasitology,journal,Q1
