Authors,Author(s) ID,Title,Faculty,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Publication Stage,Access Type,Source,EID
"Prasetya A., Prihutami P., Warisaura A.D., Fahrurrozi M., Murti Petrus H.T.B.",36154870700;57216131616;57216477362;57217246071;57209419991;,Characteristic of Hg removal using zeolite adsorption and Echinodorus palaefolius phytoremediation in subsurface flow constructed wetland (SSF-CW) model,Teknik,2020,Journal of Environmental Chemical Engineering,8,3,103781,,,,1,10.1016/j.jece.2020.103781,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083630724&doi=10.1016%2fj.jece.2020.103781&partnerID=40&md5=506d8824942b5e2ad11f57fd2677c098,"Department of Chemical Engineering (Sustainable Mineral Processing Research Group), Faculty of Engineering, Universitas Gadjah Mada, Jalan Grafika No. 2, Yogyakarta, 55281, Indonesia; Unconventional Georesources Research Center, Faculty of Engineering, Universitas Gadjah Mada, Jl. Grafika No. 2, Yogyakarta, 55281, Indonesia; Department of Environmental Engineering, Institut Sains Dan Teknologi 'Akprind', Jl. Kalisahak 28, Yogyakarta, 55222, Indonesia","Prasetya, A., Department of Chemical Engineering (Sustainable Mineral Processing Research Group), Faculty of Engineering, Universitas Gadjah Mada, Jalan Grafika No. 2, Yogyakarta, 55281, Indonesia, Unconventional Georesources Research Center, Faculty of Engineering, Universitas Gadjah Mada, Jl. Grafika No. 2, Yogyakarta, 55281, Indonesia; Prihutami, P., Department of Chemical Engineering (Sustainable Mineral Processing Research Group), Faculty of Engineering, Universitas Gadjah Mada, Jalan Grafika No. 2, Yogyakarta, 55281, Indonesia; Warisaura, A.D., Department of Chemical Engineering (Sustainable Mineral Processing Research Group), Faculty of Engineering, Universitas Gadjah Mada, Jalan Grafika No. 2, Yogyakarta, 55281, Indonesia, Department of Environmental Engineering, Institut Sains Dan Teknologi 'Akprind', Jl. Kalisahak 28, Yogyakarta, 55222, Indonesia; Fahrurrozi, M., Department of Chemical Engineering (Sustainable Mineral Processing Research Group), Faculty of Engineering, Universitas Gadjah Mada, Jalan Grafika No. 2, Yogyakarta, 55281, Indonesia; Murti Petrus, H.T.B., Department of Chemical Engineering (Sustainable Mineral Processing Research Group), Faculty of Engineering, Universitas Gadjah Mada, Jalan Grafika No. 2, Yogyakarta, 55281, Indonesia, Unconventional Georesources Research Center, Faculty of Engineering, Universitas Gadjah Mada, Jl. Grafika No. 2, Yogyakarta, 55281, Indonesia",Article,Final,,Scopus,2-s2.0-85083630724
"Prasetyo S.Y.J., Hartomo K.D., Paseleng M.C., Chandra D.W., Winarko E.",57095954500;56543586000;57207947936;57192543413;8876439700;,Satellite imagery and machine learning for aridity disaster classification using vegetation indices,MIPA,2020,Bulletin of Electrical Engineering and Informatics,9,3,,1149,1158,,,10.11591/eei.v9i3.1916,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083115310&doi=10.11591%2feei.v9i3.1916&partnerID=40&md5=3a516b791b0fdc56180f80af8009027e,"Department of Informatic Engineering, Satya Wacana Christian University, Indonesia; Department of Computer Science and Electronics, Universitas Gadjah Mada, Indonesia","Prasetyo, S.Y.J., Department of Informatic Engineering, Satya Wacana Christian University, Indonesia; Hartomo, K.D., Department of Informatic Engineering, Satya Wacana Christian University, Indonesia; Paseleng, M.C., Department of Informatic Engineering, Satya Wacana Christian University, Indonesia; Chandra, D.W., Department of Informatic Engineering, Satya Wacana Christian University, Indonesia; Winarko, E., Department of Computer Science and Electronics, Universitas Gadjah Mada, Indonesia",Article,Final,Open Access,Scopus,2-s2.0-85083115310
"Prihatmoko S., Idrus A.",6507015038;16642483700;,"Low-sulfidation epithermal gold deposits in Java, Indonesia: Characteristics and linkage to the volcano-tectonic setting",Teknik,2020,Ore Geology Reviews,121,,103490,,,,,10.1016/j.oregeorev.2020.103490,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082442813&doi=10.1016%2fj.oregeorev.2020.103490&partnerID=40&md5=c77ffd5b8642e6a26f25d0dacdcdf721,"PT Pamapersada Nusantara, Jakarta, Indonesia; Department of Geological Engineering, Faculty of Engineering, Universitas Gadjah Mada, Yogyakarta, Indonesia","Prihatmoko, S., PT Pamapersada Nusantara, Jakarta, Indonesia; Idrus, A., Department of Geological Engineering, Faculty of Engineering, Universitas Gadjah Mada, Yogyakarta, Indonesia",Review,Final,,Scopus,2-s2.0-85082442813
"Tristijanto H., Ilman M.N., Tri Iswanto P.",57215206076;50661418100;57203961303;,Corrosion Inhibition of Welded of X – 52 Steel Pipelines by Sodium Molybdate in 3.5% NaCl Solution,Teknik,2020,Egyptian Journal of Petroleum,29,2,,155,162,,,10.1016/j.ejpe.2020.02.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080038579&doi=10.1016%2fj.ejpe.2020.02.001&partnerID=40&md5=340984051a28af2982b287c718054e2d,"Universitas Gadjah Mada, Indonesia; Politeknik Negeri Semarang, Indonesia","Tristijanto, H., Universitas Gadjah Mada, Indonesia, Politeknik Negeri Semarang, Indonesia; Ilman, M.N., Universitas Gadjah Mada, Indonesia; Tri Iswanto, P., Universitas Gadjah Mada, Indonesia",Article,Final,Open Access,Scopus,2-s2.0-85080038579
"Fahrunnida, Sayekti P.R., Nuhamunada M., Suyono E.A., Alam P.",57191254531;57203584563;57188973606;56082393700;15768799100;,Self-assembly of cellular micro-bio machine parts,Biologi,2020,Journal of Micro-Bio Robotics,16,1,,111,121,,,10.1007/s12213-020-00125-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078892961&doi=10.1007%2fs12213-020-00125-4&partnerID=40&md5=6528f927d8f853534cdfa62320da8ecf,"School of Engineering, Institute for Materials and Processes, University of Edinburgh, Edinburgh, United Kingdom; Department of Tropical Biology, Faculty of Biology, Universitas Gadjah Mada, Yogyakarta, Indonesia","Fahrunnida, School of Engineering, Institute for Materials and Processes, University of Edinburgh, Edinburgh, United Kingdom; Sayekti, P.R., School of Engineering, Institute for Materials and Processes, University of Edinburgh, Edinburgh, United Kingdom; Nuhamunada, M., Department of Tropical Biology, Faculty of Biology, Universitas Gadjah Mada, Yogyakarta, Indonesia; Suyono, E.A., Department of Tropical Biology, Faculty of Biology, Universitas Gadjah Mada, Yogyakarta, Indonesia; Alam, P., School of Engineering, Institute for Materials and Processes, University of Edinburgh, Edinburgh, United Kingdom",Article,Final,Open Access,Scopus,2-s2.0-85078892961
"Rohman A., Irnawati",32668020600;57211325643;,"Pumpkin (Cucurbita maxima) seed oil: Chemical composition, antioxidant activities and its authentication analysis",Farmasi,2020,Food Research,4,3,,578,584,,,10.26656/fr.2017.4(3).242,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078819316&doi=10.26656%2ffr.2017.4%283%29.242&partnerID=40&md5=7e1a7f0e3224c7be3fb9b9a59fba5158,"Department of Pharmaceutical Chemistry, Faculty of Pharmacy, Universitas Gadjah Mada, Yogyakarta, Indonesia; Institute of Halal Industry and Systems, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Faculty of Pharmacy, Universitas Halu Oleo, Kendari, Southeast Sulawesi 93232, Indonesia","Rohman, A., Department of Pharmaceutical Chemistry, Faculty of Pharmacy, Universitas Gadjah Mada, Yogyakarta, Indonesia, Institute of Halal Industry and Systems, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Irnawati, Department of Pharmaceutical Chemistry, Faculty of Pharmacy, Universitas Gadjah Mada, Yogyakarta, Indonesia, Faculty of Pharmacy, Universitas Halu Oleo, Kendari, Southeast Sulawesi 93232, Indonesia",Short Survey,Final,Open Access,Scopus,2-s2.0-85078819316
"Sutrisno, Widyorini R., Syamsudin T.S., Alamsyah E.M., Purwasasmita B.S.",56022949600;9733955500;56022611300;15924989800;6507017370;,Bonding strength of plywood bonded using phenol formaldehyde mixed with wood bark powder nanofiller,Kehutanan,2020,Journal of the Indian Academy of Wood Science,17,1,,21,33,,,10.1007/s13196-019-00250-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076013124&doi=10.1007%2fs13196-019-00250-z&partnerID=40&md5=1930e022d08cfa1b49b7471130cc7828,"School of Life Sciences and Technology, Institut Teknologi Bandung, Bandung, Indonesia; Faculty of Forestry, Universitas Gadjah Mada, Yogyakarta, Indonesia; Faculty of Industrial Technology, Institut Teknologi Bandung, Jl. Ganesha No. 10, Bandung, West Java 40132, Indonesia","Sutrisno, School of Life Sciences and Technology, Institut Teknologi Bandung, Bandung, Indonesia; Widyorini, R., Faculty of Forestry, Universitas Gadjah Mada, Yogyakarta, Indonesia; Syamsudin, T.S., School of Life Sciences and Technology, Institut Teknologi Bandung, Bandung, Indonesia; Alamsyah, E.M., School of Life Sciences and Technology, Institut Teknologi Bandung, Bandung, Indonesia; Purwasasmita, B.S., Faculty of Industrial Technology, Institut Teknologi Bandung, Jl. Ganesha No. 10, Bandung, West Java 40132, Indonesia",Article,Final,,Scopus,2-s2.0-85076013124
"Ratnasari L., Susanti Y.",57200727737;57193225890;,Total edge irregularity strength of ladder-related graphs,MIPA,2020,Asian-European Journal of Mathematics,13,4,2050072,,,,4,10.1142/S1793557120500722,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059506530&doi=10.1142%2fS1793557120500722&partnerID=40&md5=9a29feae864a6cab2cbd992d0fc5782a,"Department of Mathematics, Faculty of Mathematics and Natural Sciences, Universitas Gadjah Mada, Yogyakarta, Indonesia; Department of Mathematics, Faculty of Mathematics and Natural Sciences, Universitas Diponegoro Indonesia, Semarang, Indonesia","Ratnasari, L., Department of Mathematics, Faculty of Mathematics and Natural Sciences, Universitas Gadjah Mada, Yogyakarta, Indonesia, Department of Mathematics, Faculty of Mathematics and Natural Sciences, Universitas Diponegoro Indonesia, Semarang, Indonesia; Susanti, Y., Department of Mathematics, Faculty of Mathematics and Natural Sciences, Universitas Gadjah Mada, Yogyakarta, Indonesia",Article,Final,,Scopus,2-s2.0-85059506530
"Winarno E., Al Amin I.H., Hartati S., Adi P.W.",56049606100;57196194914;35795369000;57189241672;,Face recognition based on cnn 2d-3d reconstruction using shape and texture vectors combined,MIPA,2020,Indonesian Journal of Electrical Engineering and Informatics,8,2,,378,384,,,10.11591/ijeei.v8i2.1369,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090717261&doi=10.11591%2fijeei.v8i2.1369&partnerID=40&md5=f5a4a24f370a1e63e0b2319ac24bef87,"Faculty of Information Technology, Universitas Stikubank, Indonesia; Department of Computer Sciences and Electronics, Universitas Gadjah Mada, Indonesia; Department of Informatics Engineering, Universitas Dian Nuswantoro, Indonesia","Winarno, E., Faculty of Information Technology, Universitas Stikubank, Indonesia; Al Amin, I.H., Faculty of Information Technology, Universitas Stikubank, Indonesia; Hartati, S., Department of Computer Sciences and Electronics, Universitas Gadjah Mada, Indonesia; Adi, P.W., Department of Informatics Engineering, Universitas Dian Nuswantoro, Indonesia",Article,Final,,Scopus,2-s2.0-85090717261
"Syahri J., Nasution H., Nurohmah B.A., Purwono B., Yuanita E.",57148322000;57217184684;57193580181;57195118604;55991365700;,"Novel aminoalkylated chalcone: Synthesis, biological evaluation, and docking simulation as potent antimalarial agents",MIPA,2020,Journal of Applied Pharmaceutical Science,10,6,601,,,,1,10.7324/JAPS.2020.10601,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087621584&doi=10.7324%2fJAPS.2020.10601&partnerID=40&md5=e6d3af49950eeac695553cf2be2a9ed3,"Department of Chemistry, Universitas Muhammadiyah Riau, Pekanbaru, Indonesia; Department of Chemistry, Universitas Gadjah Mada, Yogyakarta, Indonesia; Department of Chemistry, Universitas Mataram, Mataram, Indonesia","Syahri, J., Department of Chemistry, Universitas Muhammadiyah Riau, Pekanbaru, Indonesia; Nasution, H., Department of Chemistry, Universitas Muhammadiyah Riau, Pekanbaru, Indonesia; Nurohmah, B.A., Department of Chemistry, Universitas Gadjah Mada, Yogyakarta, Indonesia; Purwono, B., Department of Chemistry, Universitas Gadjah Mada, Yogyakarta, Indonesia; Yuanita, E., Department of Chemistry, Universitas Mataram, Mataram, Indonesia",Article,Final,Open Access,Scopus,2-s2.0-85087621584
"Aji G.K., Hatou K., Morimoto T.",57194104646;6508173464;23134019800;,Modeling the dynamic response of plant growth to root zone temperature in hydroponic chili pepper plant using neural networks,Kedokteran Hewan,2020,Agriculture (Switzerland),10,6,234,1,14,,,10.3390/agriculture10060234,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087015284&doi=10.3390%2fagriculture10060234&partnerID=40&md5=af333d639cd5b39a1eda04b3e14bb253,"The United Graduate School of Agricultural Sciences, Ehime University, Ehime, Matsuyama, 790‐8577, Japan; Department of Bioresources Technology and Veterinary, Universitas Gadjah Mada, Daerah Istimewa Yogyakarta55281, Indonesia; Faculty of Agriculture, Ehime University, Ehime, Matsuyama, 790‐8577, Japan","Aji, G.K., The United Graduate School of Agricultural Sciences, Ehime University, Ehime, Matsuyama, 790‐8577, Japan, Department of Bioresources Technology and Veterinary, Universitas Gadjah Mada, Daerah Istimewa Yogyakarta55281, Indonesia; Hatou, K., Faculty of Agriculture, Ehime University, Ehime, Matsuyama, 790‐8577, Japan; Morimoto, T., Faculty of Agriculture, Ehime University, Ehime, Matsuyama, 790‐8577, Japan",Article,Final,Open Access,Scopus,2-s2.0-85087015284
"Anindya K., Lee J.T., McPake B., Wilopo S.A., Millett C., Carvalho N.",57217230911;37102143600;55915110200;6506893112;8610765600;57162584300;,Impact of Indonesia's national health insurance scheme on inequality in access to maternal health services: A propensity score matched analysis,Kedokteran,2020,Journal of Global Health,10,1,10429,,,,,10.7189/JOGH.10.010429,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086845990&doi=10.7189%2fJOGH.10.010429&partnerID=40&md5=75fc7175c2bcaf5308118aeb06b205de,"School of Population and Global Health, The University of Melbourne, Melbourne, VIC, Australia; Nossal Institute for Global Health, School of Population and Global Health, The University of Melbourne, Melbourne, VIC, Australia; Center for Reproductive Health and Department of Biostatistics, Epidemiology and Population Health, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Public Health Policy Evaluation Unit, School of Public Health, Imperial College London, London, United Kingdom; Centre for Health Policy and Global Burden of Disease Group, School of Population and Global Health, The University of Melbourne, Melbourne, VIC, Australia","Anindya, K., School of Population and Global Health, The University of Melbourne, Melbourne, VIC, Australia; Lee, J.T., Nossal Institute for Global Health, School of Population and Global Health, The University of Melbourne, Melbourne, VIC, Australia; McPake, B., Nossal Institute for Global Health, School of Population and Global Health, The University of Melbourne, Melbourne, VIC, Australia; Wilopo, S.A., Center for Reproductive Health and Department of Biostatistics, Epidemiology and Population Health, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Millett, C., Public Health Policy Evaluation Unit, School of Public Health, Imperial College London, London, United Kingdom; Carvalho, N., Centre for Health Policy and Global Burden of Disease Group, School of Population and Global Health, The University of Melbourne, Melbourne, VIC, Australia",Article,Final,Open Access,Scopus,2-s2.0-85086845990
"Murni I.K., Duke T., Kinney S., Daley A.J., Laksanawati I.S., Nurnaningsih, Rusmawatiningtyas D., Taufik Wirawan M., Soenarto Y.",55734483200;7006662947;7006934518;21833612800;57203842376;57217501684;57202322416;57217736273;6603281169;,Multifaceted interventions for healthcare-associated infections and rational use of antibiotics in a low-to-middle-income country: Can they be sustained?,Kedokteran,2020,PLoS ONE,15,6 June,e0234233,,,,,10.1371/journal.pone.0234233,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086685835&doi=10.1371%2fjournal.pone.0234233&partnerID=40&md5=f71d821c9cd558cd102299a74de217dd,"Department of Pediatrics, DR. Sardjito Hospital, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Pediatric Research Office, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Centre for International Child Health, Department of Pediatrics, Royal Children’s Hospital, University of Melbourne, MCRI, and Pediatric Intensive Care Unit, Melbourne, Australia; Department of Pediatrics, University of Melbourne, Melbourne, Australia; Department of Pediatrics and Nursing, Royal Children’s Hospital, University of Melbourne, Melbourne, Australia; Infection Prevention and Control, Royal Children’s Hospital, Melbourne, Australia","Murni, I.K., Department of Pediatrics, DR. Sardjito Hospital, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia, Pediatric Research Office, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Duke, T., Centre for International Child Health, Department of Pediatrics, Royal Children’s Hospital, University of Melbourne, MCRI, and Pediatric Intensive Care Unit, Melbourne, Australia, Department of Pediatrics, University of Melbourne, Melbourne, Australia; Kinney, S., Department of Pediatrics and Nursing, Royal Children’s Hospital, University of Melbourne, Melbourne, Australia; Daley, A.J., Department of Pediatrics, University of Melbourne, Melbourne, Australia, Infection Prevention and Control, Royal Children’s Hospital, Melbourne, Australia; Laksanawati, I.S., Department of Pediatrics, DR. Sardjito Hospital, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia, Pediatric Research Office, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Nurnaningsih, Department of Pediatrics, DR. Sardjito Hospital, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Rusmawatiningtyas, D., Department of Pediatrics, DR. Sardjito Hospital, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Taufik Wirawan, M., Department of Pediatrics, DR. Sardjito Hospital, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Soenarto, Y., Department of Pediatrics, DR. Sardjito Hospital, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia, Pediatric Research Office, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia",Article,Final,Open Access,Scopus,2-s2.0-85086685835
